year,pct,ser_num,datestop,timestop,recstat,inout,trhsloc,perobs,crimsusp,perstop,typeofid,explnstp,othpers,arstmade,arstoffn,sumissue,sumoffen,compyear,comppct,offunif,officrid,frisked,searched,contrabn,adtlrept,pistol,riflshot,asltweap,knifcuti,machgun,othrweap,pf_hands,pf_wall,pf_grnd,pf_drwep,pf_ptwep,pf_baton,pf_hcuff,pf_pepsp,pf_other,radio,ac_rept,ac_inves,rf_vcrim,rf_othsw,ac_proxm,rf_attir,cs_objcs,cs_descr,cs_casng,cs_lkout,rf_vcact,cs_cloth,cs_drgtr,ac_evasv,ac_assoc,cs_furtv,rf_rfcmp,ac_cgdir,rf_verbl,cs_vcrim,cs_bulge,cs_other,ac_incid,ac_time,rf_knowl,ac_stsnd,ac_other,sb_hdobj,sb_outln,sb_admis,sb_other,repcmd,revcmd,rf_furt,rf_bulg,offverb,offshld,forceuse,sex,race,dob,age,ht_feet,ht_inch,weight,haircolr,eyecolor,build,othfeatr,addrtyp,rescode,premtype,premname,addrnum,stname,stinter,crossst,aptnum,city,state,zip,addrpct,sector,beat,post,xcoord,ycoord,dettypCM,lineCM,detailCM,lat1,lng1,lat2,lng2,full_addr1,full_addr2
2015,121,503,5152015,2315,1,O,H,5,MISDEMEANOR,10,V,Y,Y,N, ,N, ,0,0,N, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N,N,121,121,N,N, ,S, ,M,B, ,29,5,10,160,BK,BR,T, ,L, , ,NYCHA BUILDING,80,ROXBURY STREET,GRANDVIEW AVENUE,LOCKMAN AVENUE, ,STATEN IS, , ,121,A, , ,938596,170099,CM,1,20,40.633287,-74.16486619999999,,,"80 Roxbury St, Staten Island, NY 10303, USA",
2015,121,505,5152015,2315,A,O,P,5,MISDEMEANOR,10,V,Y,Y,N, ,N, ,0,0,N, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N,N,121,121,N,N, ,S, ,M,B, ,23,5,10,250,BR,BR,H, ,L, , ,NYCHA BUILDING,80,ROXBURY STREET,GRANDVIEW AVENUE,LOCKMAN AVENUE, ,STATEN IS, , ,121,A, , ,938596,170099,CM,1,20,40.633287,-74.16486619999999,,,"80 Roxbury St, Staten Island, NY 10303, USA",
2015,121,561,6072015,2300,1,O,H,1,MISDEMEANOR,10,V,Y,N,N, ,N, ,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,Y,N,N,Y,N,N,Y,N,N,N,N,N,N,N,121,121,Y,Y, , , ,M,B, ,19,6,0,140,BK,BR,T, ,L, , ,SIDEWALK,80,ROXBURY STREET,GRANDVIEW AVENUE,LOCKMAN AVENUE, ,STATEN IS, , ,121,A, , ,938596,170099,CM,1,20,40.633287,-74.16486619999999,,,"80 Roxbury St, Staten Island, NY 10303, USA",
2015,121,546,6142015,1950,A,O,P,5,FELONY,5,P,Y,Y,N, ,N, ,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,121,121,N,N, , , ,M,B, ,26,5,8,180,BK,BR,M, ,L, , ,PUBLIC SIDEWALK,80,ROXBURY STREET,GRANDVIEW AVENUE,LOCKMAN AVENUE, ,STATEN IS, , ,121,A, , ,938596,170099,CM,1,85,40.633287,-74.16486619999999,,,"80 Roxbury St, Staten Island, NY 10303, USA",
2015,121,547,6142015,1950,A,O,P,5,FELONY,5,P,Y,Y,N, ,N, ,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,121,121,N,N, , , ,M,B, ,25,6,0,180,BK,BR,M, ,L, , ,PUBLIC SIDEWALK,80,ROXBURY STREET,GRANDVIEW AVENUE,LOCKMAN AVENUE, ,STATEN IS, , ,121,A, , ,938596,170099,CM,1,85,40.633287,-74.16486619999999,,,"80 Roxbury St, Staten Island, NY 10303, USA",
2015,120,544,11302015,48, ,O,P,2,GLA,5,V,Y,N,N, ,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,120,120,N,N, , , ,M,B, ,19,5,6,200,BK,BR,H, ,L, , ,STREET,81,CRESCENT AVENUE,BEECHWOOD AVENUE,WESTERVELT AVENUE, ,STATEN IS, , ,120,G, , ,960763,173645,CM,1,46,40.643428,-74.08471899999999,,,"81 Crescent Ave, Staten Island, NY 10301, USA",
2015,5,57,4172015,2109,1,O,P,15,GRAND LARCENY,15,P,Y,N,Y,GRAND LARCENY,N, ,0,0,N, ,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,Y,5,5,N,N,V,S,DS,M,B, ,47,6,6,250,ZZ,BR,H, ,L, , ,STREET,81,ELDRIDGE STREET,GRAND STREET,HESTER STREET, ,MANHATTAN, , ,5,C, ,11,986324,200535,CM,1,45,40.717166,-73.992758,,,"81 Eldridge St, New York, NY 10002, USA",
2015,88,48,4032015,1243,1,O,H,1,ROBBERY,10,V,Y,N,N, ,N, ,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,Y,Y,Y,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,N,N,N,803,803,N,N, , ,DS,M,B, ,15,5,2,120,BK,BR,T, ,L, , ,SIDEWALK,81,NORTH PORTLAND AVENUE,MYRTLE AVENUE,PARK AVENUE, ,BROOKLYN, , ,88,J, , ,990841,192625,CM,1,85,40.6954552,-73.9757138,,,"81 N Portland Ave, Brooklyn, NY 11205, USA",
2015,88,49,4032015,1243,1,O,H,1,ROBBERY,10,O,Y,N,Y,ROBBERY,N, ,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,Y,Y,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,N,N,N,803,803,N,N, , ,OT,M,B, ,16,5,8,140,BK,BR,T, ,L, , ,SIDEWALK,81,NORTH PORTLAND AVENUE,MYRTLE AVENUE,PARK AVENUE, ,BROOKLYN, , ,88,J, , ,990841,192625,CM,1,85,40.6954552,-73.9757138,,,"81 N Portland Ave, Brooklyn, NY 11205, USA",
2015,121,720,11052015,1940, ,O,P,1,MISDEMEANOR,9,P,Y,N,N, ,N, ,0,0,N, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,121,121,N,N,V,S,OT,M,W, ,23,5,6,170,BR,GR,M, ,L, , ,STREET,82,AMSTERDAM AVENUE,ARLENE STREET,CARNEGIE AVENUE, ,STATEN IS, , ,121,F, , ,938435,158872,CM,1,20,40.6025804,-74.1647418,,,"82 Amsterdam Ave, Staten Island, NY 10314, USA",
2015,122,246,5162015,125,1,O,P,5,GLA,10,P,Y,N,N, ,Y,20-507(B)20-5,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,122,122,N,N, , , ,M,Q, ,37,5,8,150,BR,BR,T, ,L, , ,STREET,82,BOYCE AVENUE,COTTER AVENUE,CORONA AVENUE, ,STATEN IS, , ,122,K, , ,945658,145661,CM,1,46,40.56617,-74.13892799999999,,,"82 Boyce Ave, Staten Island, NY 10306, USA",
2015,76,49,4022015,2245,1,O,H,10,MISD,10,V,Y,Y,N, ,N, ,0,0,N, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,801,801,N,N,V,S, ,M,B, ,17,5,8,145,BK,BR,T, ,L, , ,SIDEWALK,82,DWIGHT STREET,SULLIVAN STREET,RED HOOK PARK, ,BROOKLYN, , ,76,A,10, ,981787,185623,CM,1,20,40.6766017,-74.0096248,,,"82 Dwight St, Brooklyn, NY 11231, USA",
2015,76,52,4022015,2245,1,O,H,10,MISD,10,V,Y,Y,N, ,N, ,0,0,N, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,801,801,N,N,V,S, ,M,B, ,23,5,8,168,BK,BR,M, ,L, , ,SIDEWALK,82,DWIGHT STREET,SULLIVAN STREET,RED HOOK PARK, ,BROOKLYN, , ,76,A,10, ,981787,185623,CM,1,20,40.6766017,-74.0096248,,,"82 Dwight St, Brooklyn, NY 11231, USA",
2015,76,51,4022015,2245,1,O,H,10,MISD,10,P,Y,Y,N, ,N, ,0,0,N, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,801,801,N,N,V,S, ,M,B, ,21,5,10,160,BK,BR,M, ,L, , ,SIDEWALK,82,DWIGHT STREET,SULLIVAN STREET,RED HOOK PARK, ,BROOKLYN, , ,76,A,10, ,981787,185623,CM,1,20,40.6766017,-74.0096248,,,"82 Dwight St, Brooklyn, NY 11231, USA",
2015,76,50,4022015,2245,1,O,H,10,MISD,10,P,Y,Y,N, ,N, ,0,0,N, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,Y,Y,N,Y,N,N,N,N,801,801,N,N,V,S,SF,M,B, ,20,6,3,180,BK,BR,T, ,L, , ,SIDEWALK,82,DWIGHT STREET,SULLIVAN STREET,RED HOOK PARK, ,BROOKLYN, , ,76,A,10, ,981787,185623,CM,1,20,40.6766017,-74.0096248,,,"82 Dwight St, Brooklyn, NY 11231, USA",
2015,76,130,7282015,2225,1,I,P,2,FEL,5,P,Y,N,N, ,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,76,76,N,N, , , ,M,B, ,33,6,4,180,BK,BR,M, ,L, , ,NYCHA,82,DWIGHT STREET,SULLIVAN STREET,RED HOOK PARK, ,BROOKLYN, , ,76,A, , ,981787,185623,CM,1,85,40.6766017,-74.0096248,,,"82 Dwight St, Brooklyn, NY 11231, USA",
2015,121,390,4202015,2206,A,O,P,1,MISDEMEANOR,5,P,Y,Y,N, ,N, ,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,121,121,N,N, , ,DS,M,P, ,37,6,2,230,BR,BR,M, ,L, , ,STREET,82,HOUSEMAN AVENUE,GIGI STREET,RICHMOND TERRACE, ,STATEN IS, , ,121,B, , ,943018,170801,CM,1,20,40.635287,-74.148821,,,"82 Housman Ave, Staten Island, NY 10303, USA",
2015,121,392,4202015,2206,A,O,P,1,MISDEMEANOR,5,P,Y,Y,N, ,N, ,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,121,121,N,N, , ,DS,M,Q, ,21,5,10,150,BK,BR,T, ,L, , ,STREET,82,HOUSEMAN AVENUE,GIGI STREET,RICHMOND TERRACE, ,STATEN IS, , ,121,B, , ,943018,170801,CM,1,20,40.635287,-74.148821,,,"82 Housman Ave, Staten Island, NY 10303, USA",
2015,121,391,4202015,2206,A,O,P,1,MISDEMEANOR,5,P,Y,Y,N, ,N, ,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,121,121,N,N, , ,DS,M,Q, ,20,5,10,220,BR,BR,M, ,L, , ,STREET,82,HOUSEMAN AVENUE,GIGI STREET,RICHMOND TERRACE, ,STATEN IS, , ,121,B, , ,943018,170801,CM,1,20,40.635287,-74.148821,,,"82 Housman Ave, Staten Island, NY 10303, USA",
2015,123,70,9022015,120,1,O,P,1,MISD,6,P,Y,N,Y,CPCS,N, ,0,0,N, ,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,123,123,N,N, ,S, ,M,W, ,30,5,7,140,BK,BR,T, ,L, , ,RESIDENTIAL STREET,82,SAINT EDWARDS LANE, , , ,STATEN IS, , ,123, , , , , ,CM,1,68,40.5137511,-74.2049864,,,"82 St Edward Ln, Staten Island, NY 10309, USA",
2015,34,42,3102015,2005,A,I,P,2,FEL,5,V,Y,N,N, ,N, ,0,0,N, ,Y,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,Y,N,Y,N,N,N,Y,Y,N,N,N,N,Y,Y,N,Y,N,N,N,Y,N,N,Y,N,N,Y,N,N,N,34,34,N,N, ,S,DS,M,P, ,21,5,9,170,BK,BR,M, ,L, , ,APT BLDG,82,WADSWORTH TERRACE,FAIRVIEW AVENUE,WEST 190 STREET, ,MANHATTAN, , ,34,A,6,18,1003476,251517,CM,1,14,40.856964,-73.930195,,,"82 Wadsworth Terrace, New York, NY 10040, USA",
2015,1,45,12082015,1750,1,O,P,2,PETIT LARCENY,15,P,Y,N,N, ,N, ,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,Y,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,1,1,N,Y, , ,OT,M,B, ,44,6,0,200,BA,BR,M, ,L, , , ,82,WALL STREET,WATER STREET,PEARL STREET, ,MANHATTAN, , ,1,B, , ,982114,196271,CM,1,68,40.7054169,-74.0074855,,,"82 Wall St, New York, NY 10005, USA",
2015,33,85,8132015,1850,1,I,P,1,CSM,1,V,Y,N,Y,CSM,N, ,0,0,N, ,Y,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,Y,N,N,N,Y,N,N,Y,N,Y,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,544,544,Y,N,V,S, ,M,B, ,24,6,1,147,BK,BR,T,ARM - PRAYING HAND,L, , ,COMMERCIAL / STORE / ISO,83,AUDUBON AVENUE,WEST 170 STREET,WEST 169 STREET, ,MANHATTAN, , ,33,C,9,21,1001479,245805,CM,1,29,40.84119949999999,-73.93756230000001,,,"83 Audubon Ave, New York, NY 10032, USA",
2015,33,84,8152015,1850,1,O,P,1,CSM,1,V,Y,N,Y,CSM,N, ,0,0,N, ,Y,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,Y,N,N,N,Y,N,N,Y,N,Y,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,544,544,Y,N,V,S, ,M,B, ,24,6,1,147,BK,BR,T,ARM - PRAYING HAND,L, , ,COMMERCIAL / STORE / ISO,83,AUDUBON AVENUE,WEST 170 STREET,WEST 169 STREET, ,MANHATTAN, , ,33,C,9,21,1001479,245805,CM,1,29,40.84119949999999,-73.93756230000001,,,"83 Audubon Ave, New York, NY 10032, USA",
2015,5,188,12272015,1810,1,O,P,1,BURG,5,P,Y,N,N, ,N, ,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,Y,Y,N,N,Y,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,5,5,N,N, , ,DO,M,Q, ,24,5,10,160,BK,BR,M, ,L, , ,SIDEWALK,83,DIVISION STREET,PIKE STREET,FORSYTH STREET, ,MANHATTAN, , ,5,B, ,15,986014,199517,CM,1,14,40.7141207,-73.993641,,,"83 Division St, New York, NY 10002, USA",
2015,94,89,12162015,2219,1,I,P,1,FELONY,1,V,Y,N,N, ,N, ,0,0,Y, ,Y,Y,N,N,N,N,N,N,N,N,Y,N,N,Y,Y,N,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,94,94,N,N, , ,OT,M,B, ,999,6,2,200,BK,BR,T, ,L, , ,APT BUILDING,84,EAGLE STREET,MANHATTAN AVENUE,FRANKLIN STREET, ,BROOKLYN, , ,94,G, , ,996056,207035,CM,1,14,40.734674,-73.957582,,,"84 Eagle St, Brooklyn, NY 11222, USA",
2015,90,268,12142015,1700, ,I,P,1,MISD,3,P,Y,N,N, ,N, ,0,0,Y, ,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,90,90,N,N, , , ,M,Q, ,43,5,9,180,BK,BR,T, ,L, , ,BARBERSHOP,84,HAVEMEYER STREET,HOPE STREET,METROPOLITAN AVENUE, ,BROOKLYN, , ,90,B, ,10,996410,199362,CM,1,20,40.7139315,-73.9562856,,,"84 Havemeyer St, Brooklyn, NY 11211, USA",
2015,5,159,10272015,2045,1,O,P,1,GLA,5,V,Y,N,N, ,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,5,5,N,N, , , ,M,A, ,27,5,8,170,BK,BR,M, ,L, , ,STREET,85,BAYARD STREET,MULBERRY STREET,MOTT STREET, ,MANHATTAN, , ,5,G, ,31,984540,200055,CM,1,46,40.7157185,-73.99898999999999,,,"85 Bayard St, New York, NY 10013, USA",
2015,120,491,10122015,2010, ,I,P,5,31 BURG,3,P,Y,N,N, ,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,120,120,N,N, , , ,F,B, ,24,5,5,145,BK,BR,M, ,L, , ,APPT BUILDING,85,BOWEN STREET,SOBEL COURT,ROFF STREET, ,STATEN IS, , ,120,B, , , , ,CM,1,14,40.61423449999999,-74.0833553,,,"85 Bowen St, Staten Island, NY 10304, USA",
2015,75,506,10062015,855, ,O,P,1,BURGLARY,10,V,Y,N,N, ,N, ,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,75,75,Y,N, , , ,M,Q, ,15,5,10,130,BR,BL,T, ,L, , , ,85,HENDRIX STREET,ARLINGTON AVENUE,JAMAICA AVENUE, ,BROOKLYN, , ,75,A, , ,1014394,187155,CM,1,14,40.680278,-73.891038,,,"85 Hendrix St, Brooklyn, NY 11207, USA",
2015,121,205,2252015,2100,A,O,P,2,MISDEMEANOR,5,V,Y,N,Y,UUV,N, ,0,0,N, ,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,Y,N,N,Y,N,N,N,N,N,Y,N,N,Y,Y,N,N,N,Y,Y,Y,N,N,N,N,N,N,Y,437,437,Y,N, ,S, ,M,B, ,24,5,10,160,BK,BR,T, ,L, , ,PARKING LOT,85,HOLLAND AVENUE,BENJAMIN PLACE,RICHMOND TERRACE, ,STATEN IS, , ,121,A, , ,936726,172034,CM,1,100,40.6384726,-74.1709937,,,"85 Holland Ave, Staten Island, NY 10303, USA",
2015,121,215,2282015,210,A,O,P,1,MISDEMEANOR,3,V,Y,N,N, ,N, ,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,121,121,N,Y, , , ,M,B, ,28,6,0,220,BK,BR,M, ,L, , ,LOBBY,85,HOLLAND AVENUE,BENJAMIN PLACE,RICHMOND TERRACE, ,STATEN IS, , ,121,A, , ,936726,172034,CM,1,20,40.6384726,-74.1709937,,,"85 Holland Ave, Staten Island, NY 10303, USA",
2015,121,300,3212015,2020,A,O,P,1,FELONY,3,V,Y,N,N, ,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,121,121,N,N, , , ,M,B, ,20,6,0,150,BK,BK,T, ,L, , ,SIDEWALK,85,HOLLAND AVENUE,BENJAMIN PLACE,RICHMOND TERRACE, ,STATEN IS, , ,121,A, , ,936726,172034,CM,1,28,40.6384726,-74.1709937,,,"85 Holland Ave, Staten Island, NY 10303, USA",
2015,121,295,3212015,2020,A,O,P,1,MISD,3,V,Y,N,N, ,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,121,121,N,N, , , ,M,Q, ,21,5,6,140,BR,BR,T, ,L, , ,SIDEWALK,85,HOLLAND AVENUE,BENJAMIN PLACE,RICHMOND TERRACE, ,STATEN IS, , ,121,A, , ,936726,172034,CM,1,28,40.6384726,-74.1709937,,,"85 Holland Ave, Staten Island, NY 10303, USA",
2015,121,415,4032015,2300,A,O,P,1,MISDEMEANOR,5,V,Y,N,N, ,N, ,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,Y,N,N,N,N,N,N,121,121,N,N, , , ,M,B, ,58,6,0,220,BA,BR,M, ,L, , ,COURTYARD,85,HOLLAND AVENUE,BENJAMIN PLACE,RICHMOND TERRACE, ,STATEN IS, , ,121,A, , ,936726,172034,CM,1,20,40.6384726,-74.1709937,,,"85 Holland Ave, Staten Island, NY 10303, USA",
2015,121,420,4122015,2030,A,O,P,1,MISDEMEANOR,2,V,Y,N,N, ,N, ,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,Y,Y,N,N,N,N,N,N,121,121,N,N, , , ,M,B, ,29,6,0,225,BK,BR,M, ,L, , ,BUILDING,85,HOLLAND AVENUE,BENJAMIN PLACE,RICHMOND TERRACE, ,STATEN IS, , ,121,A, , ,936726,172034,CM,1,20,40.6384726,-74.1709937,,,"85 Holland Ave, Staten Island, NY 10303, USA",
2015,121,421,4122015,2145,A,O,P,1,MISDEMEANOR,1,P,Y,N,N, ,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,121,121,N,N, , , ,M,B, ,28,6,0,200,BK,BR,M, ,L, , ,BUILDING,85,HOLLAND AVENUE,BENJAMIN PLACE,RICHMOND TERRACE, ,STATEN IS, , ,121,A, , ,936726,172034,CM,1,28,40.6384726,-74.1709937,,,"85 Holland Ave, Staten Island, NY 10303, USA",
2015,121,409,4262015,1650,A,O,P,1,MISDEMEANOR,1,P,Y,N,N, ,N, ,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,121,121,Y,Y, , , ,M,B, ,23,5,9,175,BK,BR,M, ,L, , ,SIDEWALK,85,HOLLAND AVENUE,BENJAMIN PLACE,RICHMOND TERRACE, ,STATEN IS, , ,121,A, , ,936726,172034,CM,1,27,40.6384726,-74.1709937,,,"85 Holland Ave, Staten Island, NY 10303, USA",
2015,121,493,5132015,1435,A,O,P,1,MISDEMEANOR,3,V,Y,N,N, ,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,121,121,N,N, , , ,M,B, ,28,6,0,200,BK,BR,M, ,L, , ,LOBBY,85,HOLLAND AVENUE,BENJAMIN PLACE,RICHMOND TERRACE, ,STATEN IS, , ,121,A, , ,936726,172034,CM,1,31,40.6384726,-74.1709937,,,"85 Holland Ave, Staten Island, NY 10303, USA",
2015,121,543,6032015,2100,A,O,P,1,MISDEMEANOR,3,V,Y,N,N, ,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,121,121,N,N, , , ,M,B, ,25,5,7,150,BK,BR,T, ,L, , ,SIDEWALK,85,HOLLAND AVENUE,BENJAMIN PLACE,RICHMOND TERRACE, ,STATEN IS, , ,121,A, , ,936726,172034,CM,1,68,40.6384726,-74.1709937,,,"85 Holland Ave, Staten Island, NY 10303, USA",
2015,121,661,9222015,1650,1,O,P,1,MISDEMEANOR,7,V,Y,Y,N, ,N, ,0,0,N, ,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,121,121,N,N,V,S,OT,M,B, ,25,5,6,150,BK,BR,T, ,L, , ,SIDEWALK,85,HOLLAND AVENUE,BENJAMIN PLACE,RICHMOND TERRACE, ,STATEN IS, , ,121,A, , ,936726,172034,CM,1,20,40.6384726,-74.1709937,,,"85 Holland Ave, Staten Island, NY 10303, USA",
