datestop,arstmade,frisked,searched,addrnum,stname,stinter,crossst
2122015,N,Y,N, , ,PARSONS BOULEVARD,JEWEL AVENUE
2122015,N,Y,Y, , ,HILLSIDE AVENUE,163 STREET
2122015,N,Y,Y, , ,HILLSIDE AVENUE,163 STREET
2122015,N,Y,Y, , ,84 AVENUE,164 PLACE
2122015,N,Y,Y, , ,84 AVENUE,164 PLACE
2122015,N,N,N,97-06,ROCKAWAY BOULEVARD,98 STREET,97 STREET
2122015,N,N,N,97-06,ROCKAWAY BOULEVARD,98 STREET,97 STREET
2122015,N,N,N, , ,LIBERTY AVENUE,93 STREET
2122015,N,Y,N,40-04,12 STREET,41 AVENUE,40 AVENUE
2132015,N,Y,N,25-31,STEINWAY STREET,28 AVENUE,25 AVENUE
2132015,N,Y,N, , ,21 AVENUE,23 STREET
2132015,N,N,N, , ,89 AVENUE,116 STREET
2132015,N,N,N, , ,WOODHAVEN BOULEVARD,MYRTLE AVENUE
2132015,N,N,N, , ,ATLANTIC AVENUE,80 STREET
2132015,N,N,N, , ,JAMAICA AVENUE,104 STREET
2132015,N,N,N, , ,130 STREET,ATLANTIC AVENUE
2132015,Y,Y,Y,40-09,12 STREET,41 AVENUE,40 AVENUE
2132015,N,N,N, , ,ATLANTIC AVENUE,81 STREET
2132015,N,Y,N, , ,107 AVENUE,131 STREET
2132015,N,N,N, , ,107 AVENUE,131 STREET
2132015,N,N,N, , ,107 AVENUE,131 STREET
2142015,N,N,N, , ,ATLANTIC AVENUE,92 STREET
2142015,N,N,N, , ,FOREST PARK DRIVE,WOODHAVEN BOULEVARD
2142015,N,N,N, , ,LEFFERTS BOULEVARD,95 AVENUE
2142015,N,N,N, , ,LEFFERTS BOULEVARD,95 AVENUE
2142015,N,N,N, , ,WOODHAVEN BOULEVARD,89 AVENUE
2142015,N,N,N, , ,JAMAICA AVENUE,98 STREET
2142015,N,Y,N, , ,ROCKAWAY BOULEVARD,120 STREET
2142015,N,N,N,80-42,JAMAICA AVENUE,85 STREET,80 STREET
2152015,N,Y,N, , ,NORTH CONDUIT AVENUE,SPRINGFIELD BOULEVARD
2152015,N,N,N, , ,JAMAICA AVENUE,116 STREET
2152015,N,Y,N, , ,SHORE FRONT PARKWAY,BEACH 56 STREET
2152015,N,Y,N, , ,SHORE FRONT PARKWAY,BEACH 56 STREET
2152015,N,Y,N, , ,SHORE FRONT PARKWAY,BEACH 56 STREET
2152015,N,N,N, , ,MERRICK BOULEVARD,233 STREET
2152015,N,Y,N, , ,QUEENS BOULEVARD,71 AVENUE
2152015,N,Y,Y, , ,QUEENS BOULEVARD,71 AVENUE
2162015,N,N,N, , ,25 AVENUE,49 STREET
2162015,N,N,N, , ,95 STREET,WOODHAVEN COURT
2162015,N,Y,N, , ,198 STREET,58 AVENUE
2162015,N,Y,N, , ,ROCKAWAY BOULEVARD,LEFFERTS BOULEVARD
2162015,N,Y,N, , ,PRINCE STREET,NORTHERN BOULEVARD
2162015,N,N,N, , ,KISSENA BOULEVARD,71 AVENUE
2162015,N,N,N, , ,116 STREET,85 AVENUE
2162015,N,N,N, , ,85 AVENUE,116 STREET
2162015,N,N,N, , ,85 AVENUE,116 STREET
2172015,Y,Y,Y,101-27,110 STREET,103 AVENUE,101 AVENUE
2172015,N,N,N,149-11,114 STREET,150 AVENUE,149 AVENUE
2172015,N,Y,N, , ,UTOPIA PARKWAY,37 AVENUE
2172015,N,Y,N, , ,83 STREET,133 AVENUE
2172015,N,N,N, , ,SUTTER AVENUE,CROSS BAY BOULEVARD
2172015,N,N,N, , ,SUTTER AVENUE,84 STREET
2172015,N,Y,N,141-60,84 ROAD,LANDER STREET,MANTON STREET
2172015,N,Y,N, , ,COLLEGE POINT BOULEVARD,58 AVENUE
2172015,N,Y,N, , ,57 AVENUE,XENIA STREET
2172015,N,Y,N, , ,21 STREET,35 AVENUE
2172015,N,Y,N, , ,21 STREET,35 AVENUE
2172015,N,Y,N, , ,21 STREET,35 AVENUE
2172015,N,Y,N, , ,COLLEGE POINT BOULEVARD,AVERY AVENUE
2172015,N,Y,N, , ,SUTTER AVENUE,80 STREET
2182015,N,N,N, , ,80 STREET,155 AVENUE
2182015,N,Y,N, , ,80 STREET,155 AVENUE
2182015,N,Y,N, , ,HOOK CREEK BOULEVARD,MERRICK BOULEVARD
2182015,N,Y,N,149-67,255 STREET,CRAFT AVENUE,149 DRIVE
2182015,N,Y,N, , ,197 STREET,58 AVENUE
2182015,N,Y,N, , ,197 STREET,58 AVENUE
2182015,N,Y,Y, , ,KISSENA BOULEVARD,75 AVENUE
2182015,N,Y,Y, , ,KISSENA BOULEVARD,75 AVENUE
2182015,N,Y,Y, , ,BARBADOES DRIVE,ALMEDA AVENUE
2182015,N,Y,Y, , ,192 STREET,LINDEN BOULEVARD
2192015,N,Y,N, , ,LINDEN BOULEVARD,132 STREET
2192015,N,N,N, , ,86 AVENUE,QUEENS BOULEVARD
2192015,N,N,N, , ,64 AVENUE,217 STREET
2192015,N,Y,N, , ,LIBERTY AVENUE,160 STREET
2192015,N,Y,N, , ,LIBERTY AVENUE,160 STREET
2192015,N,N,N,112-09,ROCKAWAY BOULEVARD,LINDEN BOULEVARD,112 STREET
2192015,N,N,N, , ,LIBERTY AVENUE,102 STREET
2192015,N,Y,N, , ,LIBERTY AVENUE,97 STREET
2192015,N,Y,N, , ,ROCKAWAY BOULEVARD,120 STREET
2192015,N,Y,N, , ,ROCKAWAY BOULEVARD,120 STREET
2192015,Y,Y,Y, , ,95 AVENUE,117 STREET
2192015,N,N,N, , ,62 ROAD,99 STREET
2192015,N,Y,N, , ,NORTH CONDUIT AVENUE,SUTTER AVENUE
2192015,N,Y,N, , ,85 STREET,89 AVENUE
2192015,N,Y,N, , ,CRESCENT STREET,36 AVENUE
2192015,N,Y,N, , ,CRESCENT STREET,36 AVENUE
2202015,N,Y,N, , ,JAMAICA AVENUE,112 STREET
2202015,N,Y,N, , ,JAMAICA AVENUE,112 STREET
2202015,N,Y,N, , ,193 STREET,47 AVENUE
2202015,N,Y,N, , ,27 AVENUE,1 STREET
2202015,N,Y,N,118-01,SUTPHIN BOULEVARD,119 AVENUE,118 AVENUE
2202015,N,Y,N, , ,86 AVENUE,164 STREET
2212015,N,Y,N,31-67,37 STREET,BROADWAY,31 AVENUE
2212015,N,Y,N,31-50,36 STREET,BROADWAY,31 AVENUE
2212015,N,Y,N,25-41,34 STREET,28 AVENUE,ASTORIA BOULEVARD
2212015,N,Y,N,31-42,36 STREET,BROADWAY,31 AVENUE
2212015,N,Y,N, , ,JAMAICA AVENUE,123 STREET
2212015,N,N,N, , ,106 STREET,ATLANTIC AVENUE
2212015,N,N,N, , ,ATLANTIC AVENUE,106 STREET
2212015,N,N,N, , ,130 STREET,90 AVENUE
2212015,N,N,N, , ,ATLANTIC AVENUE,92 STREET
2212015,N,N,N, , ,HILLSIDE AVENUE,123 STREET
2212015,N,N,N, , ,HILLSIDE AVENUE,123 STREET
2212015,N,N,N, , ,91 AVENUE,127 STREET
2212015,N,N,N, , ,106 STREET,ATLANTIC AVENUE
2212015,N,N,N, , ,107 STREET,ATLANTIC AVENUE
2212015,N,N,N, , ,ATLANTIC AVENUE,88 STREET
2212015,N,N,N, , ,ATLANTIC AVENUE,ROCKAWAY BOULEVARD
2212015,N,N,N, , ,111 STREET,101 AVENUE
2212015,N,N,N, , ,JAMAICA AVENUE,116 STREET
2222015,N,Y,Y, , ,116 ROAD,194 STREET
2222015,N,N,N, , ,ROCKAWAY BOULEVARD,147 STREET
2222015,N,N,N, , ,ROCKAWAY BOULEVARD,147 STREET
2222015,N,Y,N, , ,ROCKAWAY BOULEVARD,142 STREET
2232015,N,N,N, , ,ATLANTIC AVENUE,124 STREET
2232015,N,N,N, , ,ROCKAWAY BOULEVARD,102 STREET
2232015,N,Y,Y,230-17,HILLSIDE AVENUE,232 STREET,229 STREET
2232015,N,Y,N, , ,228 STREET,64 AVENUE
2232015,N,Y,N, , ,ARION ROAD,88 STREET
2242015,N,Y,N, , ,243 STREET,MERRICK BOULEVARD
2242015,N,Y,N, , ,103 AVENUE,114 STREET
2242015,N,Y,N, , ,103 AVENUE,114 STREET
2242015,N,N,N, , ,102 STREET,63 ROAD
2242015,N,Y,N, , ,95 AVENUE,75 STREET
2242015,N,N,N, , ,NORTH CONDUIT AVENUE,130 STREET
2242015,N,N,N, , ,17 AVENUE,147 STREET
2242015,N,N,N, , ,17 AVENUE,147 STREET
2252015,Y,Y,Y, , ,45 AVENUE,KISSENA BOULEVARD
2252015,Y,Y,Y, , ,45 AVENUE,KISSENA BOULEVARD
2252015,N,Y,N, , ,102 STREET,62 DRIVE
2252015,N,Y,N,122-43,133 STREET,SUTTER AVENUE,ROCKAWAY BOULEVARD
2252015,N,Y,Y,122-45,133 STREET,SUTTER AVENUE,ROCKAWAY BOULEVARD
2252015,N,Y,Y,122-45,133 STREET,SUTTER AVENUE,ROCKAWAY BOULEVARD
2252015,N,Y,N, , ,131 AVENUE,221 STREET
2252015,N,N,N, , ,246 STREET,82 AVENUE
2262015,Y,Y,Y, STREET", , ,28 STREET
2262015,N,Y,N, STREET", , ,28 STREET
2262015,N,Y,N, , ,28 STREET,21 AVENUE
2262015,N,N,N, , ,HOOVER AVENUE,DANIELS STREET
2262015,N,Y,N, , ,84 ROAD,DANIELS STREET
2262015,N,N,N, , ,ROMEO COURT,DUNTON STREET
2262015,N,N,N, , ,ROMEO COURT,DUNTON STREET
2262015,N,N,N, , ,153 STREET,73 AVENUE
2262015,N,N,N, , ,84 AVENUE,PARSONS BOULEVARD
2272015,N,N,N, , ,77 AVENUE,PARK DRIVE EAST
2272015,N,N,N,106-35,159 STREET,108 AVENUE,SOUTH ROAD
2272015,N,Y,N,31-76,51 STREET,BROADWAY,31 AVENUE
2272015,N,N,N,74-23,88 AVENUE,75 STREET,ELDERTS LANE
2272015,N,Y,N, , ,WOODHAVEN BOULEVARD,68 AVENUE
2272015,N,Y,N, , ,WOODHAVEN BOULEVARD,68 AVENUE
2272015,N,N,N, , ,VANHORN STREET,60 ROAD
2272015,N,N,N,140-25,ASH AVENUE,BOWNE STREET,KISSENA BOULEVARD
2272015,N,Y,Y, , ,UNION TURNPIKE,168 STREET
2272015,N,Y,Y, , ,UNION TURNPIKE,168 STREET
2272015,N,Y,Y, , ,UNION TURNPIKE,168 STREET
2272015,N,Y,N,50-37,NEWTOWN ROAD,NORTHERN BOULEVARD,BROADWAY
2272015,N,Y,N,50-37,NEWTOWN ROAD,NORTHERN BOULEVARD,BROADWAY
2272015,N,N,N,35-19,12 STREET,36 AVENUE,35 AVENUE
2272015,N,N,N, , ,101 AVENUE,115 STREET
2272015,N,Y,N, , ,144 DRIVE,175 STREET
2272015,N,N,N,149-38,45 AVENUE,MURRAY STREET,149 STREET
2282015,N,N,N, , ,95 AVENUE,79 STREET
2282015,N,N,N,106-35,159 STREET,108 AVENUE,SOUTH ROAD
2282015,N,Y,N, , ,10 STREET,34 AVENUE
2282015,N,Y,N, , ,28 AVENUE,33 STREET
2282015,N,N,N, , ,JAMAICA AVENUE,104 STREET
2282015,N,N,N,130-28,91 AVENUE,132 STREET,130 STREET
2282015,N,N,N, , ,89 AVENUE,123 STREET
2282015,N,N,N, , ,89 AVENUE,123 STREET
3012015,N,N,N,97-34,108 STREET,101 AVENUE,97 AVENUE
3012015,N,N,N, , ,MAIN STREET,ROOSEVELT AVENUE
3012015,N,N,N, , ,MAIN STREET,41 AVENUE
3012015,N,N,N,70-10,AUSTIN STREET,71 AVENUE,69 AVENUE
3012015,N,N,N,70-10,AUSTIN STREET,71 AVENUE,69 AVENUE
3012015,N,N,N,70-10,AUSTIN STREET,71 AVENUE,69 AVENUE
3022015,N,N,N, , ,263 STREET,74 AVENUE
3022015,N,N,N, , ,73 AVENUE,263 STREET
3022015,N,N,N, , ,UNION TURNPIKE,254 STREET
3022015,N,N,N, , ,74 AVENUE,260 STREET
3022015,N,Y,N,91-23,37 AVENUE,92 STREET,91 STREET
3032015,N,Y,N,1660,STEPHEN STREET,CYPRESS AVENUE,WYCKOFF AVENUE
3032015,N,Y,N,1660,STEPHEN STREET,CYPRESS AVENUE,WYCKOFF AVENUE
3042015,Y,Y,Y, , ,MURDOCK AVENUE,FRANCIS LEWIS BOULEVARD
3042015,Y,Y,Y, , ,MURDOCK AVENUE,FRANCIS LEWIS BOULEVARD
3042015,N,N,N, , ,HILLSIDE AVENUE,164 STREET
3042015,N,N,N, , ,PARSONS BOULEVARD,87 ROAD
3042015,Y,Y,N, , ,FRANCIS LEWIS BOULEVARD,48 AVENUE
3042015,Y,Y,N,107-34,134 STREET,109 AVENUE,107 AVENUE
3042015,Y,Y,Y,107-34,134 STREET,109 AVENUE,107 AVENUE
3042015,N,Y,Y, , ,HILLSIDE AVENUE,PARSONS BOULEVARD
3042015,N,Y,N, , ,70 AVENUE,74 STREET
3042015,N,N,N,191-21,PALO ALTO AVENUE,PALERMO STREET,PALO ALTO STREET
3042015,N,N,N,191-21,PALO ALTO AVENUE,PALERMO STREET,PALO ALTO STREET
3052015,N,N,N, , ,79 STREET,155 AVENUE
3052015,N,N,N, , ,79 STREET,155 AVENUE
3052015,Y,Y,N, , ,115 ROAD,CROSS ISLAND PARKWAY
3052015,N,N,N, , ,153 AVENUE,79 STREET
3062015,N,N,N, , ,79 STREET,155 AVENUE
3062015,N,N,N, , ,79 STREET,155 AVENUE
3062015,N,Y,Y, , ,PROSPECT COURT,225 STREET
3062015,N,N,N, , ,113 STREET,72 ROAD
3062015,Y,Y,Y,40-42,82 STREET,BAXTER AVENUE,ROOSEVELT AVENUE
3062015,N,Y,N, , ,99 AVENUE,HEMPSTEAD AVENUE
3062015,N,Y,N, , ,HEMPSTEAD AVENUE,99 AVENUE
3062015,N,Y,N, , ,ROCKAWAY BOULEVARD,78 STREET
3072015,N,Y,N, , ,36 AVENUE,212 STREET
3072015,N,N,N, , ,GRAND CENTRAL PARKWAY,SMEDLEY STREET
3072015,N,N,N, , ,89 STREET,151 AVENUE
3072015,N,N,N, , ,UNION TURNPIKE,MAIN STREET
3072015,N,Y,N, , ,SPRINGFIELD BOULEVARD,HEMPSTEAD AVENUE
3072015,N,N,N, , ,83 STREET,153 AVENUE
3072015,N,Y,N, , ,218 STREET,LINDEN BOULEVARD
3072015,N,Y,N, , ,214 STREET,HOLLIS AVENUE
3082015,N,Y,N, , ,JAMAICA AVENUE,89 STREET
3082015,N,Y,N, , ,SPRINGFIELD BOULEVARD,JAMAICA AVENUE
3082015,N,Y,N, , ,85 ROAD,WOODHAVEN BOULEVARD
3082015,N,Y,Y, , ,137 AVENUE,224 STREET
3082015,N,Y,N, , ,ATLANTIC AVENUE,92 STREET
3092015,N,N,N, , ,HILLSIDE AVENUE,165 STREET
3092015,N,N,N, , ,HILLSIDE AVENUE,165 STREET
3092015,N,N,N, , ,169 STREET,HIGHLAND AVENUE
3102015,N,Y,N, , ,220 STREET,134 ROAD
3102015,N,Y,N, , ,137 AVENUE,FRANCIS LEWIS BOULEVARD
3102015,N,N,N, , ,EDGERTON BOULEVARD,DALNY ROAD
3112015,N,N,N, , ,QUEENS BOULEVARD,71 AVENUE
3112015,N,Y,N, , ,108 STREET,ATLANTIC AVENUE
3112015,Y,Y,Y, , ,234 STREET,137 AVENUE
3112015,N,Y,N, , ,135 AVENUE,234 STREET
3112015,N,N,N, , ,SHORE PARKWAY,156 AVENUE
3112015,N,Y,N, , ,149 AVENUE,81 STREET
3112015,N,Y,N,83-34,138 STREET, , 
3112015,N,Y,N,83-34,138 STREET, , 
3112015,N,Y,N, , ,216 STREET,JAMAICA AVENUE
3112015,N,Y,N, , ,FOOTHILL AVENUE,198 STREET
3112015,N,Y,N, , ,FOOTHILL AVENUE,198 STREET
3112015,N,N,N, , ,153 AVENUE,87 STREET
3112015,N,N,N, , ,64 ROAD,99 STREET
3112015,N,Y,N, , ,64 ROAD,99 STREET
3122015,N,N,N, , ,131 AVENUE,220 STREET
3122015,N,N,N, , ,ATLANTIC AVENUE,121 STREET
3122015,N,Y,N,97-27,110 STREET,101 AVENUE,95 AVENUE
3122015,N,Y,N, , ,ROCKAWAY BEACH BOULEVARD,BEACH 58 STREET
3132015,N,N,N, , ,87 STREET,161 AVENUE
3132015,N,N,N, , ,87 STREET,161 AVENUE
3132015,N,N,N, , ,77 ROAD,153 STREET
3132015,N,N,N, , ,77 ROAD,153 STREET
3132015,N,N,N, , ,77 ROAD,153 STREET
3132015,N,Y,N, , ,LEFFERTS BOULEVARD,LIBERTY AVENUE
3132015,N,Y,N, , ,37 ROAD,107 STREET
3132015,N,Y,N,134-17,96 STREET,134 ROAD,134 AVENUE
3132015,N,N,N,134-17,96 STREET,134 ROAD,134 AVENUE
3132015,N,N,N,150-13,90 STREET, , 
3132015,N,N,N,150-13,90 STREET, , 
3132015,N,Y,N,133-11,20 AVENUE,134 STREET,133 STREET
3132015,Y,Y,Y, , ,215 STREET,JAMAICA AVENUE
3142015,N,N,N, , ,95 AVENUE,113 STREET
3142015,N,N,N, , ,89 STREET,157 AVENUE
3142015,N,Y,N, , ,89 STREET,157 AVENUE
3142015,N,Y,N, , ,82 STREET,151 AVENUE
3142015,N,Y,N, , ,91 AVENUE,87 STREET
3142015,N,N,N, , ,METROPOLITAN AVENUE,70 AVENUE
3142015,Y,Y,Y, , ,JEWEL AVENUE,KISSENA BOULEVARD
3142015,N,N,N, , ,VANWYCK EXPRESSWAY,105 AVENUE
3142015,N,N,N, , ,VANWYCK EXPRESSWAY,105 AVENUE
3142015,N,N,N, , ,VANWYCK EXPRESSWAY,105 AVENUE
3142015,N,N,N, , ,VANWYCK EXPRESSWAY,105 AVENUE
3152015,N,N,N, , ,156 AVENUE,76 STREET
3152015,Y,Y,Y, , ,120 STREET,101 AVENUE
3152015,N,Y,N, , ,138 AVENUE,218 STREET
3152015,N,Y,N, , ,JAMAICA AVENUE,111 STREET
3152015,N,N,N,84-11,101 AVENUE,85 STREET,84 STREET
3152015,N,Y,N,92-10,ATLANTIC AVENUE,93 STREET,92 STREET
3152015,N,Y,N,92-10,ATLANTIC AVENUE,93 STREET,92 STREET
3152015,N,Y,N,92-10,ATLANTIC AVENUE,93 STREET,92 STREET
3152015,N,N,N, , ,92 AVENUE,102 STREET
3162015,N,N,N, , ,ELKMONT AVENUE,249 STREET
3172015,N,Y,Y, , ,MURDOCK AVENUE,FRANCIS LEWIS BOULEVARD
3172015,N,N,N, , ,HILLSIDE AVENUE,179 STREET
3172015,N,N,N, ,CENTRAL AVENUE,BAYPORT PLACE,NAMEOKE STREET
3182015,N,N,N, , ,PARSONS BOULEVARD,87 AVENUE
3182015,N,Y,N, , ,37 AVENUE,21 STREET
3182015,N,N,N, , ,21 STREET,37 AVENUE
3182015,N,N,N, , ,HIGHLAND AVENUE,162 STREET
3182015,N,N,N, , ,97 STREET,101 AVENUE
3182015,N,N,N, , ,97 STREET,101 AVENUE
3182015,N,Y,N, , ,138 AVENUE,241 STREET
3182015,Y,Y,Y,35-37,12 STREET,36 AVENUE,35 AVENUE
3192015,Y,Y,N,137-20,96 PLACE,149 AVENUE,PITKIN AVENUE
3202015,N,Y,N, , ,73 AVENUE,210 STREET
3202015,N,N,N, , ,78 AVENUE,147 STREET
3202015,N,Y,N, , ,111 AVENUE,134 STREET
3202015,N,Y,N, , ,ATLANTIC AVENUE,92 STREET
3202015,N,Y,N, , ,133 AVENUE,133 STREET
3202015,N,N,N, , ,LINDEN BOULEVARD,79 STREET
3202015,N,N,N, , ,88 STREET,103 AVENUE
3202015,N,N,N, , ,97 STREET,103 AVENUE
3202015,N,Y,Y, , ,166 STREET,73 AVENUE
3202015,N,N,N, , ,123 STREET,115 AVENUE
3202015,N,Y,N, , ,89 AVENUE,94 STREET
3202015,N,Y,N, , ,89 AVENUE,94 STREET
3202015,N,N,N, , ,LOCKWOOD COURT,104 STREET
3202015,N,N,N, , ,LOCKWOOD COURT,104 STREET
3202015,N,N,N, , ,89 STREET,SHORE PARKWAY
3212015,N,Y,N, , ,ROCKAWAY BOULEVARD,120 STREET
3212015,N,Y,N, , ,ATLANTIC AVENUE,92 STREET
3212015,N,N,N,62-64,SAUNDERS STREET,63 AVENUE,62 AVENUE
3212015,N,N,N, , ,95 AVENUE,121 STREET
3212015,N,Y,N, , ,89 AVENUE,LEFFERTS BOULEVARD
3212015,N,N,N, , ,ATLANTIC AVENUE,89 STREET
3212015,N,Y,N, , ,91 AVENUE,130 STREET
3212015,N,Y,N,82-02,ROCKAWAY BEACH BOULEVARD,BEACH 83 STREET,BEACH 82 STREET
3212015,N,N,N, , ,127 STREET,95 AVENUE
3212015,N,Y,N, , ,92 STREET,153 AVENUE
3212015,N,Y,N, ,NAMEOKE STREET,REDFERN AVENUE,BRUNSWICK AVENUE
3212015,N,Y,N, ,NAMEOKE STREET,REDFERN AVENUE,BRUNSWICK AVENUE
3222015,N,Y,N, , ,60 DRIVE,61 STREET
3222015,N,Y,N, , ,60 DRIVE,61 STREET
3232015,Y,Y,Y,79-11,GLENMORE AVENUE,80 STREET,79 STREET
3232015,N,N,N, , ,75 AVENUE,172 STREET
3232015,N,Y,N, , ,HIGHLAND AVENUE,164 STREET
3232015,N,Y,N, , ,HIGHLAND AVENUE,164 STREET
3232015,Y,Y,Y, , ,HIGHLAND AVENUE,164 STREET
3232015,N,Y,N,88-34,PARSONS BOULEVARD,89 AVENUE,88 AVENUE
3242015,N,N,N, , ,103 AVENUE,123 STREET
3242015,N,Y,N, , ,42 AVENUE,193 STREET
3242015,N,Y,N,81-03,BEACH CHANNEL DRIVE,BEACH 84 STREET,BEACH 82 STREET
3242015,N,N,N, , ,CHERRY AVENUE,MAIN STREET
3242015,N,N,N, , ,ARION ROAD,88 STREET
3242015,N,N,N, , ,ARION ROAD,88 STREET
3242015,N,N,N, , ,ARION ROAD,88 STREET
3242015,N,N,N, , ,156 AVENUE,76 STREET
3242015,N,N,N, , ,156 AVENUE,76 STREET
3252015,N,Y,N, , ,ATLANTIC AVENUE,92 STREET
3262015,N,N,N, , ,40 AVENUE,BELL BOULEVARD
3262015,N,N,N, , ,66 AVENUE,AUSTIN STREET
3262015,N,N,N, , ,66 AVENUE,AUSTIN STREET
3262015,N,N,N, , ,ROCKAWAY BOULEVARD,134 STREET
3262015,N,Y,N, , ,LIBERTY AVENUE,101 STREET
3262015,N,Y,N, , ,LIBERTY AVENUE,101 STREET
3262015,N,Y,N, , ,LIBERTY AVENUE,102 STREET
3262015,N,N,N, , ,CROSS BAY BOULEVARD,157 AVENUE
3262015,N,N,N, , ,ROCKAWAY BOULEVARD,98 STREET
3262015,N,N,N,86-50,208 STREET,209 STREET,86 ROAD
3262015,N,N,N,86-50,208 STREET,209 STREET,86 ROAD
3262015,N,Y,N,86-50,208 STREET,209 STREET,86 ROAD
3262015,N,N,N, , ,95 AVENUE,129 STREET
3262015,N,N,N, , ,95 AVENUE,129 STREET
3262015,N,N,N, , ,95 AVENUE,126 STREET
3262015,N,N,N, , ,126 STREET,95 AVENUE
3272015,N,N,N, , ,CROSS BAY BOULEVARD,SHORE PARKWAY
3272015,N,N,N, , ,ROCKAWAY BOULEVARD,109 STREET
3272015,N,N,N, , ,ROCKAWAY BOULEVARD,125 STREET
3272015,N,Y,N, , ,123 STREET,107 AVENUE
3272015,N,N,N, , ,132 STREET,107 AVENUE
3272015,N,N,N, , ,ARION ROAD,WHITELAW STREET
3272015,N,Y,N, , ,87 ROAD,80 STREET
3272015,N,Y,N, , ,87 ROAD,80 STREET
3272015,N,Y,N, , ,JAMAICA AVENUE,78 STREET
3272015,N,Y,N, , ,JAMAICA AVENUE,78 STREET
3282015,N,Y,Y, , ,CRESCENT STREET,30 AVENUE
3282015,N,N,N, , ,VANHORN STREET,60 ROAD
3282015,N,N,N, , ,VANHORN STREET,60 ROAD
3282015,N,N,N, , ,89 AVENUE,130 STREET
3282015,N,Y,N, , ,38 AVENUE,211 STREET
3292015,N,N,N,451,WOODWARD AVENUE,HARMAN STREET,HIMROD STREET
3302015,N,Y,Y, , ,151 AVENUE,84 STREET
3302015,N,Y,Y,160-41,86 STREET,161 AVENUE,160 AVENUE
3302015,Y,N,N,160-41,86 STREET,161 AVENUE,160 AVENUE
3302015,N,N,N,160-41,86 STREET,161 AVENUE,160 AVENUE
3302015,N,N,N, , ,HIGHLAND AVENUE,167 STREET
3302015,N,N,N, , ,PARSONS BOULEVARD,84 ROAD
3302015,N,N,N, , ,PARSONS BOULEVARD,84 ROAD
3312015,N,Y,N, , ,83 STREET,133 AVENUE
3312015,N,N,N, , ,FARRINGTON STREET,NORTHERN BOULEVARD
3312015,N,Y,N,163-60,88 STREET,164 AVENUE,163 AVENUE
3312015,N,N,N, , ,76 ROAD,153 STREET
3312015,N,N,N, , ,84 STREET,149 AVENUE
3312015,N,N,N, , ,84 STREET,149 AVENUE
3312015,N,N,N, , ,84 STREET,149 AVENUE
3312015,N,N,N, , ,84 STREET,149 AVENUE
3312015,N,N,N, , ,84 STREET,149 AVENUE
4012015,Y,Y,Y, , ,HEMPSTEAD AVENUE,223 STREET
4012015,N,N,N,23-56,31 STREET,24 AVENUE,23 ROAD
4022015,N,N,N, , ,107 STREET,JAMAICA AVENUE
4022015,N,N,N, , ,CRESCENT STREET,20 AVENUE
4022015,N,N,N,145-11,159 STREET,146 AVENUE,ROCKAWAY BOULEVARD
4022015,Y,Y,Y, , ,91 AVENUE,88 STREET
4022015,N,N,N, , ,ELDERTS LANE,87 ROAD
4022015,N,Y,N, , ,PARK LANE SOUTH,102 STREET
4022015,N,N,N, , ,PARK LANE SOUTH,102 STREET
4022015,N,N,N, , ,PARK LANE SOUTH,102 STREET
4032015,N,N,N,117-09,BREWER BOULEVARD,119 AVENUE,FOCH BOULEVARD
4032015,N,Y,N, , ,MEMPHIS AVENUE,246 STREET
4032015,N,Y,N, , ,1 STREET,27 AVENUE
4032015,N,Y,N, , ,WELLING COURT,MAIN AVENUE
4032015,N,Y,N, , ,HOLLIS AVENUE,205 STREET
4032015,N,Y,N, , ,88 AVENUE,75 STREET
4042015,N,Y,N, , ,STEINWAY STREET,35 AVENUE
4042015,N,N,N, , ,91 AVENUE,78 STREET
4042015,N,N,N, , ,91 AVENUE,78 STREET
4042015,N,N,N, , ,91 AVENUE,78 STREET
4042015,N,N,N, , ,97 AVENUE,76 STREET
4042015,N,N,N, , ,91 AVENUE,88 STREET
4042015,N,N,N, , ,95 AVENUE,126 STREET
4042015,N,N,N, , ,95 AVENUE,129 STREET
4042015,N,N,N, , ,95 AVENUE,129 STREET
4042015,N,N,N, , ,94 AVENUE,120 STREET
4052015,N,Y,N, , ,LIBERTY AVENUE,110 STREET
4052015,N,Y,N, , ,LIBERTY AVENUE,110 STREET
4052015,N,N,N, , ,NORTH CONDUIT AVENUE,LEFFERTS BOULEVARD
4062015,N,Y,N, , ,SUTTER AVENUE,128 STREET
4062015,N,N,N, , ,85 AVENUE,106 STREET
4062015,N,N,N, , ,85 AVENUE,106 STREET
4062015,N,N,N, , ,85 AVENUE,106 STREET
4072015,N,N,N, , ,87 AVENUE,260 STREET
4072015,N,N,N, , ,87 AVENUE,260 STREET
4072015,N,N,N,141-18,79 AVENUE,MAIN STREET,141 STREET
4072015,N,N,N, , ,MERRICK BOULEVARD,SPRINGFIELD BOULEVARD
4072015,N,Y,Y, , ,MAYDA ROAD,241 STREET
4072015,N,Y,N, , ,HARDING EXPRESSWAY,212 STREET
4072015,N,N,N,50-30,BROADWAY,51 STREET,NEWTOWN ROAD
4072015,N,Y,N, , ,36 AVENUE,28 STREET
4072015,N,Y,N, , ,36 AVENUE,28 STREET
4072015,N,Y,N, , ,CRESCENT STREET,23 AVENUE
4072015,N,N,N, , ,107 AVENUE,123 STREET
